timestamp,open,high,low,close,volume
1986-03-13,0.0539632321266859,0.0618990731425077,0.0539632321266859,0.0592533871531486,1031788800
1986-03-14,0.0592534012860823,0.0624281035353076,0.0592534012860823,0.0613694638013839,308160000
1986-03-17,0.0613694695153295,0.0629571250259009,0.0613694695153295,0.0624281093478202,133171200
1986-03-18,0.0624280788861054,0.0629570943060535,0.0603114087302803,0.0608404241502285,67766400
1986-03-19,0.0608404696106396,0.0613694854258719,0.0592534221649427,0.059782437980175,47894400
1986-03-20,0.059782410444909,0.059782410444909,0.0576663481586199,0.0581953637301921,58435200
1986-03-21,0.0581953775499996,0.0592534089443976,0.0555502990640046,0.0566083304584026,59990400
1986-03-24,0.0566083178476276,0.0566083178476276,0.0544922555302321,0.0550212711095809,65289600
1986-03-25,0.0550212598647811,0.0560792908072471,0.0544922443935481,0.0560792908072471,32083200
1986-03-26,0.0560793070091456,0.0581953695054302,0.0555502913850745,0.0576663538813591,22752000
1986-03-27,0.0576663425389867,0.0587243735790252,0.0576663425389867,0.0587243735790252,16848000
1986-03-31,0.0587243793017644,0.0587243793017644,0.0571373325870476,0.0581953637301921,12873600
1986-04-01,0.0581953695054302,0.0581953695054302,0.0576663538813591,0.0576663538813591,11088000
1986-04-02,0.0576663481586199,0.0592533948733367,0.0576663481586199,0.0581953637301921,27014400
1986-04-03,0.0587243735790252,0.060311420139083,0.0587243735790252,0.0587243735790252,23040000
1986-04-04,0.0587243735790252,0.0592533890990445,0.0587243735790252,0.0587243735790252,26582400
1986-04-07,0.0587243851295013,0.0592534007535725,0.0566083226332168,0.0576663538813591,16560000
1986-04-08,0.0576663481586199,0.0592533948733367,0.0576663481586199,0.0581953637301921,10252800
1986-04-09,0.0581953561478561,0.0597824026557949,0.0581953561478561,0.0592533871531486,12153600
1986-04-10,0.0592534221649427,0.0603114537954073,0.058195390534478,0.059782437980175,13881600
1986-04-11,0.0603114087302803,0.0618990634661573,0.0603114087302803,0.0608404241502285,17222400
1986-04-14,0.0608404481725585,0.0618990879064822,0.0608404481725585,0.0613694638013839,12153600
1986-04-15,0.0613694638013839,0.0613694638013839,0.0592534012860823,0.0613694638013839,9302400
1986-04-16,0.0613694582455366,0.0640151446264194,0.0608404426646036,0.0634861290454864,31910400
1986-04-17,0.0634861713893188,0.0640151873230934,0.0634861713893188,0.0640151873230934,22003200
1986-04-18,0.0640151816737959,0.0640151816737959,0.0613694937617794,0.0618991181254386,21628800
1986-04-21,0.0618991181254387,0.062428134012528,0.0603114619876008,0.0618991181254386,22924800
1986-04-22,0.0618990634661573,0.0618990634661573,0.0608404241502284,0.0608404241502285,15552000
1986-04-23,0.0608404180735868,0.0613694334406977,0.0603114027064759,0.0611049234867095,15609600
1986-04-24,0.0611049557367392,0.0682472777087224,0.0608404501840155,0.0671892464160919,62352000
1986-04-25,0.0677182628161259,0.0743315692154014,0.0677182628161259,0.0714219808578491,85795200
1986-04-28,0.07142200098245,0.0724800325849786,0.0708923767047145,0.0719510167837143,28886400
1986-04-29,0.0719509620050025,0.0719509620050025,0.0693052765364601,0.069834291934967,30326400
1986-04-30,0.0698343280307486,0.0703633437026917,0.0666602339990899,0.0682472810149192,30902400
1986-05-01,0.0682472777087224,0.0682472777087224,0.0661312151234613,0.0671892464160919,54345600
1986-05-02,0.0671892464160919,0.0682472777087224,0.0666602307697766,0.0671892464160919,20246400
1986-05-05,0.0671892109561866,0.0671892109561866,0.0666601955890655,0.0666601955890655,3254400
1986-05-06,0.0671892464160919,0.0682472777087224,0.0671892464160919,0.0671892464160919,9734400
1986-05-07,0.0671892464160919,0.0677182620624072,0.0661312151234613,0.0671892464160919,5155200
1986-05-08,0.0671892147905816,0.0677182301878929,0.0666601993932703,0.0677182301878929,3542400
1986-05-09,0.0677182620624072,0.0677182620624072,0.0671892464160919,0.0671892464160919,6076800
1986-05-12,0.0671892147905816,0.0693052763798268,0.0671892147905816,0.0677182301878929,10483200
1986-05-13,0.0677182653429761,0.0687762966868624,0.0677182653429761,0.0682472810149192,3830400
1986-05-14,0.0682472455852042,0.0682472455852042,0.0677182301878929,0.0677182301878929,9302400
